PersonLopNr,income,profession,gender,education,city,uni_id,ethnicity,parental_income_percentile7,age,year,cohort
1000127,8229.18,3338,m,729,Umeå,29,NW,55,36,2008,1972
1000128,6603.4,3330,f,536,Umeå,22,W,54,36,2003,1967
1000128,6855.54,3330,f,536,Umeå,22,W,54,37,2004,1967
1000129,3320.65,3337,f,337,Stockholm,4,SE,11,43,1988,1945
1000129,3362.08,3337,f,337,Stockholm,4,SE,11,44,1989,1945
1000129,3404.03,3337,f,337,Stockholm,4,SE,11,45,1990,1945
1000129,3446.5,3337,f,337,Stockholm,4,SE,11,46,1991,1945
1000129,3489.5,3337,f,337,Stockholm,4,SE,11,47,1992,1945
1000130,8559.99,3313,f,337,Malmo,10,A,92,58,1999,1941
1000130,8681.93,3313,f,337,Malmo,10,A,92,59,2000,1941
1000130,8805.6,3313,f,337,Malmo,10,A,92,60,2001,1941
1000131,2205.43,3332,m,441,Norrkoping,28,NW,13,55,2003,1948
1000132,6879.08,3359,f,729,Gothenburg,27,A,71,59,2019,1960
1000132,6955.52,3359,f,729,Gothenburg,27,A,71,60,2020,1960
1000132,7032.81,3359,f,729,Gothenburg,27,A,71,61,2021,1960
1000132,7110.95,3359,f,729,Gothenburg,27,A,71,62,2022,1960
1000132,7189.96,3359,f,729,Gothenburg,27,A,71,63,2023,1960
1000133,2757.45,3332,f,337,Stockholm,1,W,43,31,1989,1958
1000133,2859.37,3332,f,337,Stockholm,1,W,43,32,1990,1958
1000133,2965.05,3332,f,337,Stockholm,1,W,43,33,1991,1958
1000133,3074.64,3332,f,337,Stockholm,1,W,43,34,1992,1958
1000133,3188.28,3332,f,337,Stockholm,1,W,43,35,1993,1958
1000134,4050.26,3357,m,441,Umeå,17,SE,11,33,2004,1971
1000134,4165.87,3357,m,441,Umeå,17,SE,11,34,2005,1971
1000134,4284.79,3357,m,441,Umeå,17,SE,11,35,2006,1971
1000134,4407.1,3357,m,441,Umeå,17,SE,11,36,2007,1971
1000135,9097.53,3346,m,640,Gothenburg,20,W,99,25,1983,1958
1000135,9247.0,3346,m,640,Gothenburg,20,W,99,26,1984,1958
1000136,4718.42,3348,m,337,Gothenburg,15,A,62,46,1997,1951
1000136,4911.96,3348,m,337,Gothenburg,15,A,62,47,1998,1951
1000137,5972.87,3353,m,640,Uppsala,19,W,86,51,2013,1962
1000137,6043.87,3353,m,640,Uppsala,19,W,86,52,2014,1962
1000137,6115.71,3353,m,640,Uppsala,19,W,86,53,2015,1962
1000138,14367.57,3323,f,729,Stockholm,25,NW,38,28,1996,1968
1000138,14703.69,3323,f,729,Stockholm,25,NW,38,29,1997,1968
1000138,15047.67,3323,f,729,Stockholm,25,NW,38,30,1998,1968
1000139,4638.97,3334,m,536,Borås,18,NW,16,65,1994,1929
1000140,9941.89,3311,m,536,Trollhattan,15,SE,55,24,2000,1976
1000140,10215.73,3311,m,536,Trollhattan,15,SE,55,25,2001,1976
1000140,10497.11,3311,m,536,Trollhattan,15,SE,55,26,2002,1976
1000140,10786.25,3311,m,536,Trollhattan,15,SE,55,27,2003,1976
1000140,11083.34,3311,m,536,Trollhattan,15,SE,55,28,2004,1976
1000141,2874.81,3330,f,536,Gothenburg,6,A,2,59,2009,1950
1000141,2913.96,3330,f,536,Gothenburg,6,A,2,60,2010,1950
1000141,2953.64,3330,f,536,Gothenburg,6,A,2,61,2011,1950
1000142,10477.62,3315,m,441,Uppsala,13,A,67,39,2001,1962
1000142,10724.86,3315,m,441,Uppsala,13,A,67,40,2002,1962
1000143,15144.95,3342,m,337,Vasteras,7,SE,67,42,2002,1960
1000143,15442.42,3342,m,337,Vasteras,7,SE,67,43,2003,1960
1000144,1833.16,3358,m,640,Stockholm,25,AS,19,61,1984,1923
1000144,1923.39,3358,m,640,Stockholm,25,AS,19,62,1985,1923
1000145,3509.86,3353,f,536,Borås,30,AS,57,56,2021,1965
1000145,3591.26,3353,f,536,Borås,30,AS,57,57,2022,1965
1000145,3674.56,3353,f,536,Borås,30,AS,57,58,2023,1965
1000145,3759.78,3353,f,536,Borås,30,AS,57,59,2024,1965
1000145,3846.98,3353,f,536,Borås,30,AS,57,60,2025,1965
1000146,7441.42,3350,f,441,Uppsala,10,A,56,37,2017,1980
1000147,6060.92,3312,f,729,Stockholm,2,A,57,43,1998,1955
1000148,8200.36,3347,m,729,Helsingborg,18,A,59,22,2008,1986
1000148,8501.57,3347,m,729,Helsingborg,18,A,59,23,2009,1986
1000148,8813.85,3347,m,729,Helsingborg,18,A,59,24,2010,1986
1000148,9137.61,3347,m,729,Helsingborg,18,A,59,25,2011,1986
1000148,9473.25,3347,m,729,Helsingborg,18,A,59,26,2012,1986
1000149,3890.09,3338,f,729,Uppsala,4,NW,7,41,2025,1984
1000150,6935.98,3343,m,337,Gothenburg,17,A,56,59,1990,1931
1000150,7110.96,3343,m,337,Gothenburg,17,A,56,60,1991,1931
1000150,7290.34,3343,m,337,Gothenburg,17,A,56,61,1992,1931
1000151,5727.91,3348,f,536,Malmo,2,W,86,60,2021,1961
1000151,5800.75,3348,f,536,Malmo,2,W,86,61,2022,1961
1000151,5874.52,3348,f,536,Malmo,2,W,86,62,2023,1961
1000152,11554.27,3356,m,729,Norrkoping,28,W,32,62,2018,1956
1000152,11827.05,3356,m,729,Norrkoping,28,W,32,63,2019,1956
1000153,8668.48,3348,m,640,Gothenburg,23,A,16,25,1999,1974
1000153,8888.52,3348,m,640,Gothenburg,23,A,16,26,2000,1974
1000153,9114.15,3348,m,640,Gothenburg,23,A,16,27,2001,1974
1000153,9345.5,3348,m,640,Gothenburg,23,A,16,28,2002,1974
1000153,9582.73,3348,m,640,Gothenburg,23,A,16,29,2003,1974
1000154,6109.87,3351,f,441,Norrkoping,22,AS,11,47,2012,1965
1000154,6175.78,3351,f,441,Norrkoping,22,AS,11,48,2013,1965
1000154,6242.4,3351,f,441,Norrkoping,22,AS,11,49,2014,1965
1000155,4988.95,3341,f,441,Malmö,7,W,98,34,1988,1954
1000155,5054.67,3341,f,441,Malmö,7,W,98,35,1989,1954
1000156,4729.15,3352,m,729,Eskilstuna,11,AS,4,59,1988,1929
1000156,4849.21,3352,m,729,Eskilstuna,11,AS,4,60,1989,1929
1000156,4972.31,3352,m,729,Eskilstuna,11,AS,4,61,1990,1929
1000156,5098.53,3352,m,729,Eskilstuna,11,AS,4,62,1991,1929
1000156,5227.96,3352,m,729,Eskilstuna,11,AS,4,63,1992,1929
1000157,5102.98,3356,m,441,Sollentuna,15,AS,21,22,2006,1984
1000157,5295.61,3356,m,441,Sollentuna,15,AS,21,23,2007,1984
1000157,5495.52,3356,m,441,Sollentuna,15,AS,21,24,2008,1984
1000158,8446.74,3344,m,536,Helsingborg,8,A,29,39,2010,1971
1000158,8658.09,3344,m,536,Helsingborg,8,A,29,40,2011,1971
1000159,4525.43,3343,f,536,Eskilstuna,14,A,64,30,1992,1962
1000159,4596.29,3343,f,536,Eskilstuna,14,A,64,31,1993,1962
1000159,4668.25,3343,f,536,Eskilstuna,14,A,64,32,1994,1962
1000159,4741.34,3343,f,536,Eskilstuna,14,A,64,33,1995,1962
1000159,4815.58,3343,f,536,Eskilstuna,14,A,64,34,1996,1962
1000160,6311.75,3316,f,337,Jönköping,23,W,70,53,1987,1934
1000160,6396.61,3316,f,337,Jönköping,23,W,70,54,1988,1934
1000160,6482.61,3316,f,337,Jönköping,23,W,70,55,1989,1934
1000161,24120.98,3337,m,640,Uppsala,3,AS,18,34,2008,1974
1000161,25287.27,3337,m,640,Uppsala,3,AS,18,35,2009,1974
1000161,26509.94,3337,m,640,Uppsala,3,AS,18,36,2010,1974
1000162,9605.56,3334,f,337,Malmo,3,W,30,43,1994,1951
1000163,4693.24,3318,f,337,Sollentuna,2,W,18,38,2010,1972
1000163,4886.5,3318,f,337,Sollentuna,2,W,18,39,2011,1972
1000164,8387.79,3326,f,536,Helsingborg,7,SE,2,29,2015,1986
1000164,8652.84,3326,f,536,Helsingborg,7,SE,2,30,2016,1986
1000164,8926.27,3326,f,536,Helsingborg,7,SE,2,31,2017,1986
1000164,9208.34,3326,f,536,Helsingborg,7,SE,2,32,2018,1986
1000164,9499.32,3326,f,536,Helsingborg,7,SE,2,33,2019,1986
1000165,5806.47,3325,m,640,Gothenburg,14,SE,6,60,2019,1959
1000165,5879.58,3325,m,640,Gothenburg,14,SE,6,61,2020,1959
1000165,5953.61,3325,m,640,Gothenburg,14,SE,6,62,2021,1959
1000165,6028.57,3325,m,640,Gothenburg,14,SE,6,63,2022,1959
1000166,1841.96,3325,f,729,Orebro,23,AS,73,29,1998,1969
1000166,1860.59,3325,f,729,Orebro,23,AS,73,30,1999,1969
1000166,1879.4,3325,f,729,Orebro,23,AS,73,31,2000,1969
1000166,1898.41,3325,f,729,Orebro,23,AS,73,32,2001,1969
1000167,3001.47,3352,f,441,Linkoping,3,NW,85,53,2003,1950
1000168,2232.13,3334,m,536,Växjö,12,SE,81,36,1981,1945
1000168,2326.8,3334,m,536,Växjö,12,SE,81,37,1982,1945
1000168,2425.5,3334,m,536,Växjö,12,SE,81,38,1983,1945
1000169,5036.62,3347,f,441,Umeå,24,SE,98,41,1988,1947
1000170,7553.04,3353,f,729,Gothenburg,15,NW,99,64,2010,1946
1000171,18131.77,3328,m,337,Umeå,7,A,4,22,1992,1970
1000172,6667.19,3326,f,640,Orebro,2,AS,60,61,1992,1931
1000172,6831.04,3326,f,640,Orebro,2,AS,60,62,1993,1931
1000172,6998.92,3326,f,640,Orebro,2,AS,60,63,1994,1931
1000173,6647.42,3335,m,640,Gothenburg,24,W,55,48,2004,1956
1000173,6980.9,3335,m,640,Gothenburg,24,W,55,49,2005,1956
1000173,7331.11,3335,m,640,Gothenburg,24,W,55,50,2006,1956
1000174,11141.69,3315,f,536,Malmo,24,AS,34,47,1985,1938
1000174,11528.15,3315,f,536,Malmo,24,AS,34,48,1986,1938
1000174,11928.02,3315,f,536,Malmo,24,AS,34,49,1987,1938
1000174,12341.75,3315,f,536,Malmo,24,AS,34,50,1988,1938
1000175,1996.62,3330,m,729,Gothenburg,22,SE,10,38,1999,1961
1000175,2065.89,3330,m,729,Gothenburg,22,SE,10,39,2000,1961
1000175,2137.56,3330,m,729,Gothenburg,22,SE,10,40,2001,1961
1000175,2211.72,3330,m,729,Gothenburg,22,SE,10,41,2002,1961
1000176,6740.2,3312,f,441,Lund,24,W,57,42,2019,1977
1000176,6883.12,3312,f,441,Lund,24,W,57,43,2020,1977
1000176,7029.07,3312,f,441,Lund,24,W,57,44,2021,1977
1000176,7178.11,3312,f,441,Lund,24,W,57,45,2022,1977
1000177,8397.12,3342,m,337,Norrkoping,26,A,46,63,1990,1927
1000178,2649.88,3318,m,729,Norrkoping,3,A,4,35,2021,1986
1000178,2715.57,3318,m,729,Norrkoping,3,A,4,36,2022,1986
1000178,2782.88,3318,m,729,Norrkoping,3,A,4,37,2023,1986
1000179,17662.12,3333,m,729,Stockholm,15,A,47,24,2016,1992
1000179,18221.47,3333,m,729,Stockholm,15,A,47,25,2017,1992
1000180,6090.03,3311,f,640,Jönköping,24,NW,14,31,2011,1980
1000180,6247.19,3311,f,640,Jönköping,24,NW,14,32,2012,1980
1000180,6408.41,3311,f,640,Jönköping,24,NW,14,33,2013,1980
1000180,6573.79,3311,f,640,Jönköping,24,NW,14,34,2014,1980
1000180,6743.44,3311,f,640,Jönköping,24,NW,14,35,2015,1980
1000181,4710.5,3349,m,640,Eskilstuna,10,A,27,64,2011,1947
1000182,9513.51,3355,m,441,Tumba,15,A,22,25,2023,1998
1000182,9869.28,3355,m,441,Tumba,15,A,22,26,2024,1998
1000183,28741.23,3355,m,729,Orebro,23,W,20,64,2020,1956
1000184,6526.73,3325,f,729,Gothenburg,26,NW,17,51,1981,1930
1000184,6740.05,3325,f,729,Gothenburg,26,NW,17,52,1982,1930
1000184,6960.33,3325,f,729,Gothenburg,26,NW,17,53,1983,1930
1000185,6195.38,3349,f,536,Huddinge,29,AS,16,25,1984,1959
1000185,6358.11,3349,f,536,Huddinge,29,AS,16,26,1985,1959
1000185,6525.1,3349,f,536,Huddinge,29,AS,16,27,1986,1959
1000186,5186.39,3314,f,729,Malmo,5,A,73,40,2021,1981
1000187,2868.75,3359,f,536,Norrkoping,18,W,16,60,2017,1957
1000187,2987.95,3359,f,536,Norrkoping,18,W,16,61,2018,1957
1000188,9877.33,3343,m,536,Vasteras,5,SE,15,39,1990,1951
1000188,10106.19,3343,m,536,Vasteras,5,SE,15,40,1991,1951
1000189,4736.66,3315,m,640,Malmö,9,AS,36,32,2020,1988
1000189,4837.07,3315,m,640,Malmö,9,AS,36,33,2021,1988
1000189,4939.62,3315,m,640,Malmö,9,AS,36,34,2022,1988
1000189,5044.34,3315,m,640,Malmö,9,AS,36,35,2023,1988
1000189,5151.27,3315,m,640,Malmö,9,AS,36,36,2024,1988
1000190,6149.59,3320,f,729,Orebro,19,AS,82,57,1989,1932
1000190,6377.24,3320,f,729,Orebro,19,AS,82,58,1990,1932
1000191,4778.89,3312,f,729,Stockholm,21,SE,10,56,1996,1940
1000191,4977.29,3312,f,729,Stockholm,21,SE,10,57,1997,1940
1000192,8685.19,3344,f,729,Jönköping,10,A,80,61,1999,1938
1000192,8858.83,3344,f,729,Jönköping,10,A,80,62,2000,1938
1000192,9035.94,3344,f,729,Jönköping,10,A,80,63,2001,1938
1000192,9216.59,3344,f,729,Jönköping,10,A,80,64,2002,1938
1000193,7550.53,3338,f,640,Uppsala,14,SE,20,50,2009,1959
1000193,7730.9,3338,f,640,Uppsala,14,SE,20,51,2010,1959
1000194,14376.74,3332,m,640,Trollhattan,13,W,93,28,2003,1975
1000194,14851.16,3332,m,640,Trollhattan,13,W,93,29,2004,1975
1000194,15341.23,3332,m,640,Trollhattan,13,W,93,30,2005,1975
1000194,15847.47,3332,m,640,Trollhattan,13,W,93,31,2006,1975
1000194,16370.42,3332,m,640,Trollhattan,13,W,93,32,2007,1975
1000195,3885.07,3325,f,441,Uppsala,5,W,57,26,1983,1957
1000195,4075.35,3325,f,441,Uppsala,5,W,57,27,1984,1957
1000195,4274.94,3325,f,441,Uppsala,5,W,57,28,1985,1957
1000196,4782.25,3346,f,441,Malmö,24,NW,41,40,1992,1952
1000196,4927.55,3346,f,441,Malmö,24,NW,41,41,1993,1952
1000197,2238.05,3315,f,536,Växjö,13,A,2,52,2009,1957
1000197,2280.08,3315,f,536,Växjö,13,A,2,53,2010,1957
1000198,5070.58,3351,f,337,Stockholm,22,A,76,50,1998,1948
1000198,5123.21,3351,f,337,Stockholm,22,A,76,51,1999,1948
1000198,5176.39,3351,f,337,Stockholm,22,A,76,52,2000,1948
1000198,5230.13,3351,f,337,Stockholm,22,A,76,53,2001,1948
1000198,5284.42,3351,f,337,Stockholm,22,A,76,54,2002,1948
1000199,11644.57,3333,m,536,Stockholm,25,W,93,45,2003,1958
1000200,6463.9,3345,f,337,Linkoping,10,NW,46,24,2004,1980
1000200,6647.54,3345,f,337,Linkoping,10,NW,46,25,2005,1980
1000200,6836.4,3345,f,337,Linkoping,10,NW,46,26,2006,1980
1000200,7030.62,3345,f,337,Linkoping,10,NW,46,27,2007,1980
1000200,7230.36,3345,f,337,Linkoping,10,NW,46,28,2008,1980
1000201,2850.69,3316,f,729,Norrkoping,13,SE,16,43,2001,1958
1000201,2989.53,3316,f,729,Norrkoping,13,SE,16,44,2002,1958
1000201,3135.15,3316,f,729,Norrkoping,13,SE,16,45,2003,1958
1000201,3287.85,3316,f,729,Norrkoping,13,SE,16,46,2004,1958
1000201,3447.99,3316,f,729,Norrkoping,13,SE,16,47,2005,1958
1000202,11488.53,3312,m,441,Helsingborg,2,A,64,22,1988,1966
1000202,11983.22,3312,m,441,Helsingborg,2,A,64,23,1989,1966
1000202,12499.22,3312,m,441,Helsingborg,2,A,64,24,1990,1966
1000203,11441.15,3330,f,441,Helsingborg,30,AS,17,59,2000,1941
1000203,11739.21,3330,f,441,Helsingborg,30,AS,17,60,2001,1941
1000204,9822.94,3341,f,729,Gothenburg,23,AS,68,56,1999,1943
1000204,10250.75,3341,f,729,Gothenburg,23,AS,68,57,2000,1943
1000204,10697.19,3341,f,729,Gothenburg,23,AS,68,58,2001,1943
1000204,11163.07,3341,f,729,Gothenburg,23,AS,68,59,2002,1943
1000205,18772.93,3329,f,640,Norrkoping,26,A,74,64,2020,1956
1000206,4167.45,3324,f,640,Malmö,24,AS,73,23,2017,1994
1000206,4238.14,3324,f,640,Malmö,24,AS,73,24,2018,1994
1000206,4310.03,3324,f,640,Malmö,24,AS,73,25,2019,1994
1000206,4383.14,3324,f,640,Malmö,24,AS,73,26,2020,1994
1000207,2020.48,3346,f,441,Sundbyberg,23,NW,4,27,1992,1965
1000208,2191.32,3323,f,640,Malmo,14,A,88,52,2019,1967
1000208,2291.98,3323,f,640,Malmo,14,A,88,53,2020,1967
1000208,2397.26,3323,f,640,Malmo,14,A,88,54,2021,1967
1000208,2507.39,3323,f,640,Malmo,14,A,88,55,2022,1967
1000209,14879.5,3352,m,441,Orebro,16,AS,41,53,2004,1951
1000209,15615.31,3352,m,441,Orebro,16,AS,41,54,2005,1951
1000209,16387.51,3352,m,441,Orebro,16,AS,41,55,2006,1951
1000210,10155.6,3359,f,729,Gothenburg,28,W,86,63,2021,1958
1000210,10366.71,3359,f,729,Gothenburg,28,W,86,64,2022,1958
1000210,10582.21,3359,f,729,Gothenburg,28,W,86,65,2023,1958
1000211,5805.78,3329,f,441,Malmö,8,W,71,39,1998,1959
1000211,6028.29,3329,f,441,Malmö,8,W,71,40,1999,1959
1000212,7846.39,3327,f,640,Uppsala,10,AS,92,27,2016,1989
1000212,8046.53,3327,f,640,Uppsala,10,AS,92,28,2017,1989
1000212,8251.78,3327,f,640,Uppsala,10,AS,92,29,2018,1989
1000212,8462.26,3327,f,640,Uppsala,10,AS,92,30,2019,1989
1000212,8678.12,3327,f,640,Uppsala,10,AS,92,31,2020,1989
1000213,3414.86,3312,f,640,Malmö,10,NW,37,65,1985,1920
1000214,25354.19,3344,f,640,Borås,9,NW,25,55,2024,1969
1000214,25750.01,3344,f,640,Borås,9,NW,25,56,2025,1969
1000215,8603.1,3350,m,441,Stockholm,8,AS,28,23,1986,1963
1000215,8805.13,3350,m,441,Stockholm,8,AS,28,24,1987,1963
1000215,9011.9,3350,m,441,Stockholm,8,AS,28,25,1988,1963
1000215,9223.53,3350,m,441,Stockholm,8,AS,28,26,1989,1963
1000216,4641.72,3345,f,337,Norrkoping,30,NW,0,30,2006,1976
1000216,4778.77,3345,f,337,Norrkoping,30,NW,0,31,2007,1976
1000216,4919.86,3345,f,337,Norrkoping,30,NW,0,32,2008,1976
1000216,5065.12,3345,f,337,Norrkoping,30,NW,0,33,2009,1976
1000217,13648.55,3315,m,640,Gothenburg,21,SE,98,56,1994,1938
1000217,14199.13,3315,m,640,Gothenburg,21,SE,98,57,1995,1938
1000217,14771.92,3315,m,640,Gothenburg,21,SE,98,58,1996,1938
1000217,15367.82,3315,m,640,Gothenburg,21,SE,98,59,1997,1938
1000217,15987.76,3315,m,640,Gothenburg,21,SE,98,60,1998,1938
1000218,9400.42,3335,m,441,Malmo,26,NW,4,51,1991,1940
1000218,9833.79,3335,m,441,Malmo,26,NW,4,52,1992,1940
1000218,10287.14,3335,m,441,Malmo,26,NW,4,53,1993,1940
1000219,7185.9,3328,m,640,Linkoping,15,SE,42,61,2014,1953
1000219,7402.94,3328,m,640,Linkoping,15,SE,42,62,2015,1953
1000219,7626.53,3328,m,640,Linkoping,15,SE,42,63,2016,1953
1000219,7856.88,3328,m,640,Linkoping,15,SE,42,64,2017,1953
1000219,8094.19,3328,m,640,Linkoping,15,SE,42,65,2018,1953
1000220,4388.27,3331,m,729,Uppsala,6,NW,14,49,2021,1972
1000220,4561.62,3331,m,729,Uppsala,6,NW,14,50,2022,1972
1000220,4741.83,3331,m,729,Uppsala,6,NW,14,51,2023,1972
1000221,9037.24,3358,m,640,Eskilstuna,7,AS,86,31,2019,1988
1000221,9435.07,3358,m,640,Eskilstuna,7,AS,86,32,2020,1988
1000221,9850.41,3358,m,640,Eskilstuna,7,AS,86,33,2021,1988
1000221,10284.04,3358,m,640,Eskilstuna,7,AS,86,34,2022,1988
1000222,16250.55,3318,f,337,Malmo,16,SE,23,40,1995,1955
1000223,12847.29,3329,f,536,Gothenburg,19,W,42,56,1980,1924
1000223,13320.18,3329,f,536,Gothenburg,19,W,42,57,1981,1924
1000223,13810.48,3329,f,536,Gothenburg,19,W,42,58,1982,1924
1000224,14842.98,3320,m,337,Norrkoping,13,A,39,63,2012,1949
1000224,15461.0,3320,m,337,Norrkoping,13,A,39,64,2013,1949
1000224,16104.75,3320,m,337,Norrkoping,13,A,39,65,2014,1949
1000225,5035.77,3318,m,640,Malmo,16,NW,28,29,2009,1980
1000225,5162.97,3318,m,640,Malmo,16,NW,28,30,2010,1980
1000225,5293.38,3318,m,640,Malmo,16,NW,28,31,2011,1980
1000225,5427.09,3318,m,640,Malmo,16,NW,28,32,2012,1980
1000225,5564.17,3318,m,640,Malmo,16,NW,28,33,2013,1980
1000226,3748.9,3325,f,729,Huddinge,22,NW,97,58,1985,1927
1000226,3854.85,3325,f,729,Huddinge,22,NW,97,59,1986,1927
1000226,3963.79,3325,f,729,Huddinge,22,NW,97,60,1987,1927
1000226,4075.82,3325,f,729,Huddinge,22,NW,97,61,1988,1927
1000226,4191.01,3325,f,729,Huddinge,22,NW,97,62,1989,1927
1000227,4509.52,3345,f,337,Alingsås,29,SE,7,52,1992,1940
1000227,4653.68,3345,f,337,Alingsås,29,SE,7,53,1993,1940
1000227,4802.44,3345,f,337,Alingsås,29,SE,7,54,1994,1940
1000227,4955.96,3345,f,337,Alingsås,29,SE,7,55,1995,1940
1000227,5114.38,3345,f,337,Alingsås,29,SE,7,56,1996,1940
1000228,7523.23,3353,m,640,Tumba,7,A,14,65,2017,1952
1000229,13308.33,3318,m,729,Uppsala,17,SE,58,46,2009,1963
1000229,13473.16,3318,m,729,Uppsala,17,SE,58,47,2010,1963
1000229,13640.03,3318,m,729,Uppsala,17,SE,58,48,2011,1963
1000229,13808.97,3318,m,729,Uppsala,17,SE,58,49,2012,1963
1000229,13980.0,3318,m,729,Uppsala,17,SE,58,50,2013,1963
1000230,1789.22,3310,f,640,Umeå,24,A,32,33,2017,1984
1000231,21743.79,3313,m,536,Gothenburg,30,SE,69,24,2010,1986
1000232,7243.11,3351,f,536,Stockholm,24,NW,98,61,2006,1945
1000232,7612.29,3351,f,536,Stockholm,24,NW,98,62,2007,1945
1000232,8000.3,3351,f,536,Stockholm,24,NW,98,63,2008,1945
1000233,4005.06,3315,f,536,Trollhattan,22,A,48,62,2014,1952
1000233,4152.45,3315,f,536,Trollhattan,22,A,48,63,2015,1952
1000234,3297.68,3343,f,337,Stockholm,5,AS,50,34,1980,1946
1000235,1797.55,3344,f,536,Norrkoping,13,AS,54,34,1995,1961
1000235,1840.93,3344,f,536,Norrkoping,13,AS,54,35,1996,1961
1000235,1885.36,3344,f,536,Norrkoping,13,AS,54,36,1997,1961
1000235,1930.86,3344,f,536,Norrkoping,13,AS,54,37,1998,1961
1000236,7900.33,3352,f,441,Malmö,14,SE,4,59,1981,1922
1000236,8045.78,3352,f,441,Malmö,14,SE,4,60,1982,1922
1000237,9196.36,3355,m,729,Stockholm,28,AS,86,23,1995,1972
1000238,3384.98,3359,f,536,Gothenburg,2,NW,96,28,2012,1984
1000238,3451.18,3359,f,536,Gothenburg,2,NW,96,29,2013,1984
1000238,3518.67,3359,f,536,Gothenburg,2,NW,96,30,2014,1984
1000239,2187.1,3329,f,729,Helsingborg,29,W,30,29,2022,1993
1000239,2245.93,3329,f,729,Helsingborg,29,W,30,30,2023,1993
1000240,4042.94,3321,f,337,Linkoping,21,AS,94,63,2007,1944
1000240,4165.34,3321,f,337,Linkoping,21,AS,94,64,2008,1944
1000240,4291.44,3321,f,337,Linkoping,21,AS,94,65,2009,1944
1000241,14087.88,3336,f,536,Eskilstuna,14,W,89,29,1999,1970
1000241,14334.51,3336,f,536,Eskilstuna,14,W,89,30,2000,1970
1000241,14585.46,3336,f,536,Eskilstuna,14,W,89,31,2001,1970
1000241,14840.8,3336,f,536,Eskilstuna,14,W,89,32,2002,1970
1000242,4364.71,3319,f,441,Tumba,26,W,90,49,1983,1934
1000242,4481.95,3319,f,441,Tumba,26,W,90,50,1984,1934
1000242,4602.34,3319,f,441,Tumba,26,W,90,51,1985,1934
1000242,4725.97,3319,f,441,Tumba,26,W,90,52,1986,1934
1000242,4852.92,3319,f,441,Tumba,26,W,90,53,1987,1934
1000243,1939.52,3326,f,729,Orebro,7,A,31,41,2021,1980
1000244,6147.16,3327,f,640,Stockholm,13,NW,6,63,2018,1955
1000244,6218.77,3327,f,640,Stockholm,13,NW,6,64,2019,1955
1000244,6291.22,3327,f,640,Stockholm,13,NW,6,65,2020,1955
1000245,6412.77,3352,m,441,Huddinge,18,AS,92,33,2010,1977
1000245,6706.45,3352,m,441,Huddinge,18,AS,92,34,2011,1977
1000246,1276.67,3322,f,640,Malmö,24,SE,27,27,2010,1983
1000246,1325.89,3322,f,640,Malmö,24,SE,27,28,2011,1983
1000247,5138.54,3359,m,536,Alingsås,10,AS,41,44,2009,1965
1000247,5326.62,3359,m,536,Alingsås,10,AS,41,45,2010,1965
1000247,5521.59,3359,m,536,Alingsås,10,AS,41,46,2011,1965
1000247,5723.7,3359,m,536,Alingsås,10,AS,41,47,2012,1965
1000247,5933.2,3359,m,536,Alingsås,10,AS,41,48,2013,1965
1000248,5420.95,3316,f,640,Malmo,26,A,59,50,2000,1950
1000248,5557.23,3316,f,640,Malmo,26,A,59,51,2001,1950
1000249,7509.48,3319,f,337,Linkoping,1,NW,94,36,2015,1979
1000249,7762.72,3319,f,337,Linkoping,1,NW,94,37,2016,1979
1000249,8024.49,3319,f,337,Linkoping,1,NW,94,38,2017,1979
1000249,8295.09,3319,f,337,Linkoping,1,NW,94,39,2018,1979
1000249,8574.82,3319,f,337,Linkoping,1,NW,94,40,2019,1979
1000250,22477.26,3334,f,640,Stockholm,19,W,29,35,2011,1976
1000250,23305.48,3334,f,640,Stockholm,19,W,29,36,2012,1976
1000250,24164.21,3334,f,640,Stockholm,19,W,29,37,2013,1976
1000250,25054.59,3334,f,640,Stockholm,19,W,29,38,2014,1976
1000250,25977.77,3334,f,640,Stockholm,19,W,29,39,2015,1976
1000251,12012.71,3351,f,640,Borås,24,A,92,51,2009,1958
1000251,12494.34,3351,f,640,Borås,24,A,92,52,2010,1958
1000252,5698.47,3321,f,441,Stockholm,30,AS,62,54,2021,1967
1000253,4272.03,3310,m,337,Malmö,14,SE,97,28,2020,1992
1000253,4326.71,3310,m,337,Malmö,14,SE,97,29,2021,1992
1000254,32619.94,3313,m,337,Stockholm,20,A,47,60,2022,1962
1000254,33828.21,3313,m,337,Stockholm,20,A,47,61,2023,1962
1000254,35081.23,3313,m,337,Stockholm,20,A,47,62,2024,1962
1000254,36380.68,3313,m,337,Stockholm,20,A,47,63,2025,1962
1000255,6010.36,3311,m,337,Orebro,17,A,1,37,2014,1977
1000255,6074.93,3311,m,337,Orebro,17,A,1,38,2015,1977
1000255,6140.2,3311,m,337,Orebro,17,A,1,39,2016,1977
1000256,6814.28,3319,f,441,Stockholm,8,SE,67,32,2019,1987
1000256,6952.61,3319,f,441,Stockholm,8,SE,67,33,2020,1987
1000256,7093.75,3319,f,441,Stockholm,8,SE,67,34,2021,1987
1000256,7237.75,3319,f,441,Stockholm,8,SE,67,35,2022,1987
1000256,7384.68,3319,f,441,Stockholm,8,SE,67,36,2023,1987
1000257,5212.17,3335,f,640,Huddinge,15,SE,47,56,1995,1939
1000257,5328.1,3335,f,640,Huddinge,15,SE,47,57,1996,1939
